none,"_raw","_time","cert_chain_fps{}",cipher,curve,established,"id.orig_h","id.orig_p","id.resp_h","id.resp_p",issuer,ja3,ja3s,"last_alert","next_protocol",path,resumed,"server_name","sni_matches_cert","ssl_history",subject,"system_name",ts,uid,"validation_status",version,"write_ts"
,"{""_path"":""ssl"",""_system_name"":""sensor.aod-20241016.training.corelight.io"",""_write_ts"":""2024-10-18T14:28:06.112142Z"",""ts"":""2024-10-18T14:28:06.107551Z"",""uid"":""CsA1Hw3Kq2H5YwvLRg"",""id.orig_h"":""192.168.100.10"",""id.orig_p"":56236,""id.resp_h"":""52.123.249.188"",""id.resp_p"":443,""version"":""TLSv12"",""cipher"":""TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384"",""curve"":""secp384r1"",""server_name"":""ecs.office.com"",""resumed"":false,""established"":true,""ssl_history"":""CsxuknGIti"",""cert_chain_fps"":[""73556d5e0b4f40194c79d8f803708069c0f3653f306315c314919e9e4fe34d18"",""5f88694615e4c61686e106b84c3338c6720c535f60d36f61282ed15e1977dd44""],""client_cert_chain_fps"":[],""subject"":""CN=ecs.office.com,O=Microsoft Corporation,L=Redmond,ST=Washington,C=US"",""issuer"":""CN=DigiCert Cloud Services CA-1,O=DigiCert Inc,C=US"",""sni_matches_cert"":true,""validation_status"":""ok"",""ja3"":""a0e9f5d64349fb13191bc781f81f42e1"",""ja3s"":""60a1c7426de3ff26002f692fbe0d7408""}","2024-10-18T14:28:06.112+0000","73556d5e0b4f40194c79d8f803708069c0f3653f306315c314919e9e4fe34d18
5f88694615e4c61686e106b84c3338c6720c535f60d36f61282ed15e1977dd44","TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384",secp384r1,true,"192.168.100.10",56236,"52.123.249.188",443,"CN=DigiCert Cloud Services CA-1,O=DigiCert Inc,C=US",a0e9f5d64349fb13191bc781f81f42e1,60a1c7426de3ff26002f692fbe0d7408,,,ssl,false,"ecs.office.com",true,CsxuknGIti,"CN=ecs.office.com,O=Microsoft Corporation,L=Redmond,ST=Washington,C=US","sensor.aod-20241016.training.corelight.io","2024-10-18T14:28:06.107551Z",CsA1Hw3Kq2H5YwvLRg,ok,TLSv12,"2024-10-18T14:28:06.112142Z"
,"{""_path"":""ssl"",""_system_name"":""sensor.aod-20241016.training.corelight.io"",""_write_ts"":""2024-10-18T14:28:02.772119Z"",""ts"":""2024-10-18T14:28:02.758090Z"",""uid"":""Cd3ele28pUpXKJPAWc"",""id.orig_h"":""192.168.100.10"",""id.orig_p"":56234,""id.resp_h"":""104.208.16.89"",""id.resp_p"":443,""version"":""TLSv12"",""cipher"":""TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384"",""curve"":""secp384r1"",""server_name"":""mobile.events.data.microsoft.com"",""resumed"":false,""established"":true,""ssl_history"":""CsxuknGIi"",""cert_chain_fps"":[""69872dd8fd17210a8a38571a6feff58893fa4f2f9baff0e6c9b51d76897999c1"",""33f9731be910a66dc6acd07d9d9ca212ee8d0a9a5c78c8bf3e89bb74df8fb936""],""client_cert_chain_fps"":[],""subject"":""CN=*.events.data.microsoft.com,O=Microsoft Corporation,L=Redmond,ST=WA,C=US"",""issuer"":""CN=Microsoft Azure RSA TLS Issuing CA 04,O=Microsoft Corporation,C=US"",""sni_matches_cert"":true,""validation_status"":""ok"",""ja3"":""a0e9f5d64349fb13191bc781f81f42e1"",""ja3s"":""986571066668055ae9481cb84fda634a""}","2024-10-18T14:28:02.772+0000","69872dd8fd17210a8a38571a6feff58893fa4f2f9baff0e6c9b51d76897999c1
33f9731be910a66dc6acd07d9d9ca212ee8d0a9a5c78c8bf3e89bb74df8fb936","TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384",secp384r1,true,"192.168.100.10",56234,"104.208.16.89",443,"CN=Microsoft Azure RSA TLS Issuing CA 04,O=Microsoft Corporation,C=US",a0e9f5d64349fb13191bc781f81f42e1,986571066668055ae9481cb84fda634a,,,ssl,false,"mobile.events.data.microsoft.com",true,CsxuknGIi,"CN=*.events.data.microsoft.com,O=Microsoft Corporation,L=Redmond,ST=WA,C=US","sensor.aod-20241016.training.corelight.io","2024-10-18T14:28:02.758090Z",Cd3ele28pUpXKJPAWc,ok,TLSv12,"2024-10-18T14:28:02.772119Z"
,"{""_path"":""ssl"",""_system_name"":""sensor.aod-20241016.training.corelight.io"",""_write_ts"":""2024-10-18T14:27:52.551041Z"",""ts"":""2024-10-18T14:27:52.539923Z"",""uid"":""CILsg22hv3cW72Tgeh"",""id.orig_h"":""192.168.200.201"",""id.orig_p"":33750,""id.resp_h"":""185.125.188.59"",""id.resp_p"":443,""version"":""TLSv13"",""cipher"":""TLS_AES_256_GCM_SHA384"",""curve"":""x25519"",""server_name"":""api.snapcraft.io"",""resumed"":false,""established"":true,""ssl_history"":""CsiI"",""ja3"":""473cd7cb9faa642487833865d516e578"",""ja3s"":""15af977ce25de452b96affa2addb1036""}","2024-10-18T14:27:52.551+0000",,"TLS_AES_256_GCM_SHA384",x25519,true,"192.168.200.201",33750,"185.125.188.59",443,,473cd7cb9faa642487833865d516e578,15af977ce25de452b96affa2addb1036,,,ssl,false,"api.snapcraft.io",,CsiI,,"sensor.aod-20241016.training.corelight.io","2024-10-18T14:27:52.539923Z",CILsg22hv3cW72Tgeh,,TLSv13,"2024-10-18T14:27:52.551041Z"
,"{""_path"":""ssl"",""_system_name"":""sensor.aod-20241016.training.corelight.io"",""_write_ts"":""2024-10-18T14:27:50.160274Z"",""ts"":""2024-10-18T14:27:50.154007Z"",""uid"":""C2IFaj4CRwRr5Gyr8h"",""id.orig_h"":""192.168.100.11"",""id.orig_p"":41301,""id.resp_h"":""192.168.200.201"",""id.resp_p"":3389,""version"":""TLSv10"",""cipher"":""TLS_RSA_WITH_AES_128_CBC_SHA"",""resumed"":false,""established"":true,""ssl_history"":""CsxnGIi"",""cert_chain_fps"":[""466814356753eb60033d496ee417ef438483c43fd4ea8726b3618432f4dedf18""],""client_cert_chain_fps"":[],""subject"":""CN=metasploitable3-win2k8"",""issuer"":""CN=metasploitable3-win2k8"",""validation_status"":""unable to get local issuer certificate"",""ja3"":""0b63812a99e66c82a20d30c3b9ba6e06"",""ja3s"":""4192c0a946c5bd9b544b4656d9f624a4""}","2024-10-18T14:27:50.160+0000",466814356753eb60033d496ee417ef438483c43fd4ea8726b3618432f4dedf18,"TLS_RSA_WITH_AES_128_CBC_SHA",,true,"192.168.100.11",41301,"192.168.200.201",3389,"CN=metasploitable3-win2k8",0b63812a99e66c82a20d30c3b9ba6e06,4192c0a946c5bd9b544b4656d9f624a4,,,ssl,false,,,CsxnGIi,"CN=metasploitable3-win2k8","sensor.aod-20241016.training.corelight.io","2024-10-18T14:27:50.154007Z",C2IFaj4CRwRr5Gyr8h,"unable to get local issuer certificate",TLSv10,"2024-10-18T14:27:50.160274Z"
,"{""_path"":""ssl"",""_system_name"":""sensor.aod-20241016.training.corelight.io"",""_write_ts"":""2024-10-18T14:27:38.948649Z"",""ts"":""2024-10-18T14:27:38.937309Z"",""uid"":""CjpV6xOaJtbLudCTh"",""id.orig_h"":""192.168.100.10"",""id.orig_p"":56228,""id.resp_h"":""52.182.143.208"",""id.resp_p"":443,""version"":""TLSv12"",""cipher"":""TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384"",""curve"":""secp384r1"",""server_name"":""mobile.events.data.microsoft.com"",""resumed"":false,""established"":true,""ssl_history"":""CsxuknGIi"",""cert_chain_fps"":[""69872dd8fd17210a8a38571a6feff58893fa4f2f9baff0e6c9b51d76897999c1"",""33f9731be910a66dc6acd07d9d9ca212ee8d0a9a5c78c8bf3e89bb74df8fb936""],""client_cert_chain_fps"":[],""subject"":""CN=*.events.data.microsoft.com,O=Microsoft Corporation,L=Redmond,ST=WA,C=US"",""issuer"":""CN=Microsoft Azure RSA TLS Issuing CA 04,O=Microsoft Corporation,C=US"",""sni_matches_cert"":true,""validation_status"":""ok"",""ja3"":""a0e9f5d64349fb13191bc781f81f42e1"",""ja3s"":""986571066668055ae9481cb84fda634a""}","2024-10-18T14:27:38.948+0000","69872dd8fd17210a8a38571a6feff58893fa4f2f9baff0e6c9b51d76897999c1
33f9731be910a66dc6acd07d9d9ca212ee8d0a9a5c78c8bf3e89bb74df8fb936","TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384",secp384r1,true,"192.168.100.10",56228,"52.182.143.208",443,"CN=Microsoft Azure RSA TLS Issuing CA 04,O=Microsoft Corporation,C=US",a0e9f5d64349fb13191bc781f81f42e1,986571066668055ae9481cb84fda634a,,,ssl,false,"mobile.events.data.microsoft.com",true,CsxuknGIi,"CN=*.events.data.microsoft.com,O=Microsoft Corporation,L=Redmond,ST=WA,C=US","sensor.aod-20241016.training.corelight.io","2024-10-18T14:27:38.937309Z",CjpV6xOaJtbLudCTh,ok,TLSv12,"2024-10-18T14:27:38.948649Z"
,"{""_path"":""ssl"",""_system_name"":""sensor.aod-20241016.training.corelight.io"",""_write_ts"":""2024-10-18T14:27:35.353036Z"",""ts"":""2024-10-18T14:27:35.327707Z"",""uid"":""Ckn0mL3PDHXppGhdh5"",""id.orig_h"":""172.27.0.137"",""id.orig_p"":54232,""id.resp_h"":""52.217.164.225"",""id.resp_p"":443,""version"":""TLSv12"",""cipher"":""TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256"",""curve"":""secp256r1"",""server_name"":""staging-validation-poc.s3.amazonaws.com"",""resumed"":false,""next_protocol"":""http/1.1"",""established"":true,""ssl_history"":""CsxknGIi"",""cert_chain_fps"":[""2c9051c5d0daa9b5c9a303bd322830dd11c0e680dfbc7588ae55dc4d87fc125f"",""5338ebec8fb2ac60996126d3e76aa34fd0f3318ac78ebb7ac8f6f1361f484b33"",""87dcd4dc74640a322cd205552506d1be64f12596258096544986b4850bc72706"",""28689b30e4c306aab53b027b29e36ad6dd1dcf4b953994482ca84bdc1ecac996""],""client_cert_chain_fps"":[],""subject"":""CN=*.s3.amazonaws.com"",""issuer"":""CN=Amazon RSA 2048 M01,O=Amazon,C=US"",""sni_matches_cert"":true,""validation_status"":""certificate has expired"",""ja3"":""07ff1e545ef8ab3fcf8a4dc9272221c2"",""ja3s"":""50a9e7b112931e541503e8a2499252b9""}","2024-10-18T14:27:35.353+0000","2c9051c5d0daa9b5c9a303bd322830dd11c0e680dfbc7588ae55dc4d87fc125f
5338ebec8fb2ac60996126d3e76aa34fd0f3318ac78ebb7ac8f6f1361f484b33
87dcd4dc74640a322cd205552506d1be64f12596258096544986b4850bc72706
28689b30e4c306aab53b027b29e36ad6dd1dcf4b953994482ca84bdc1ecac996","TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256",secp256r1,true,"172.27.0.137",54232,"52.217.164.225",443,"CN=Amazon RSA 2048 M01,O=Amazon,C=US",07ff1e545ef8ab3fcf8a4dc9272221c2,50a9e7b112931e541503e8a2499252b9,,"http/1.1",ssl,false,"staging-validation-poc.s3.amazonaws.com",true,CsxknGIi,"CN=*.s3.amazonaws.com","sensor.aod-20241016.training.corelight.io","2024-10-18T14:27:35.327707Z",Ckn0mL3PDHXppGhdh5,"certificate has expired",TLSv12,"2024-10-18T14:27:35.353036Z"
,"{""_path"":""ssl"",""_system_name"":""sensor.aod-20241016.training.corelight.io"",""_write_ts"":""2024-10-18T14:27:03.063315Z"",""ts"":""2024-10-18T14:27:03.060327Z"",""uid"":""Cu3gEFSe1gSkgcUY"",""id.orig_h"":""172.27.0.137"",""id.orig_p"":44528,""id.resp_h"":""185.199.109.133"",""id.resp_p"":443,""version"":""TLSv13"",""cipher"":""TLS_AES_128_GCM_SHA256"",""curve"":""x25519"",""server_name"":""objects.githubusercontent.com"",""resumed"":false,""established"":true,""ssl_history"":""CsiI"",""ja3"":""e91ce64088cf382a3a56b713620f0204"",""ja3s"":""f4febc55ea12b31ae17cfb7e614afda8""}","2024-10-18T14:27:03.063+0000",,"TLS_AES_128_GCM_SHA256",x25519,true,"172.27.0.137",44528,"185.199.109.133",443,,e91ce64088cf382a3a56b713620f0204,f4febc55ea12b31ae17cfb7e614afda8,,,ssl,false,"objects.githubusercontent.com",,CsiI,,"sensor.aod-20241016.training.corelight.io","2024-10-18T14:27:03.060327Z",Cu3gEFSe1gSkgcUY,,TLSv13,"2024-10-18T14:27:03.063315Z"
,"{""_path"":""ssl"",""_system_name"":""sensor.aod-20241016.training.corelight.io"",""_write_ts"":""2024-10-18T14:27:03.049377Z"",""ts"":""2024-10-18T14:27:03.047604Z"",""uid"":""CQUTL84h0oyqa4A9bd"",""id.orig_h"":""172.27.0.137"",""id.orig_p"":40488,""id.resp_h"":""192.30.255.113"",""id.resp_p"":443,""version"":""TLSv13"",""cipher"":""TLS_AES_128_GCM_SHA256"",""curve"":""x25519"",""server_name"":""github.com"",""resumed"":false,""established"":true,""ssl_history"":""CsiI"",""ja3"":""e91ce64088cf382a3a56b713620f0204"",""ja3s"":""f4febc55ea12b31ae17cfb7e614afda8""}","2024-10-18T14:27:03.049+0000",,"TLS_AES_128_GCM_SHA256",x25519,true,"172.27.0.137",40488,"192.30.255.113",443,,e91ce64088cf382a3a56b713620f0204,f4febc55ea12b31ae17cfb7e614afda8,,,ssl,false,"github.com",,CsiI,,"sensor.aod-20241016.training.corelight.io","2024-10-18T14:27:03.047604Z",CQUTL84h0oyqa4A9bd,,TLSv13,"2024-10-18T14:27:03.049377Z"
,"{""_path"":""ssl"",""_system_name"":""sensor.aod-20241016.training.corelight.io"",""_write_ts"":""2024-10-18T14:27:02.927822Z"",""ts"":""2024-10-18T14:27:02.925058Z"",""uid"":""CwNsgB2Rr8ZVXHW29f"",""id.orig_h"":""172.27.0.137"",""id.orig_p"":46876,""id.resp_h"":""185.199.110.133"",""id.resp_p"":443,""version"":""TLSv13"",""cipher"":""TLS_AES_128_GCM_SHA256"",""curve"":""x25519"",""server_name"":""gist.githubusercontent.com"",""resumed"":false,""established"":true,""ssl_history"":""CsiI"",""ja3"":""e91ce64088cf382a3a56b713620f0204"",""ja3s"":""f4febc55ea12b31ae17cfb7e614afda8""}","2024-10-18T14:27:02.927+0000",,"TLS_AES_128_GCM_SHA256",x25519,true,"172.27.0.137",46876,"185.199.110.133",443,,e91ce64088cf382a3a56b713620f0204,f4febc55ea12b31ae17cfb7e614afda8,,,ssl,false,"gist.githubusercontent.com",,CsiI,,"sensor.aod-20241016.training.corelight.io","2024-10-18T14:27:02.925058Z",CwNsgB2Rr8ZVXHW29f,,TLSv13,"2024-10-18T14:27:02.927822Z"
,"{""_path"":""ssl"",""_system_name"":""sensor.aod-20241016.training.corelight.io"",""_write_ts"":""2024-10-18T14:27:02.621920Z"",""ts"":""2024-10-18T14:27:02.542794Z"",""uid"":""C1n7XpvBazFkLKZOg"",""id.orig_h"":""216.238.114.32"",""id.orig_p"":47060,""id.resp_h"":""172.27.0.137"",""id.resp_p"":443,""version"":""TLSv12"",""cipher"":""TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256"",""curve"":""x25519"",""server_name"":""staging.rc-1.zip"",""resumed"":false,""established"":true,""ssl_history"":""CsxknGIti"",""cert_chain_fps"":[""6cae7e24218cc6b8d710a4bb40d2e0647fcaf82e45c34606a2c4d4636dda2a8f"",""67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd"",""6d99fb265eb1c5b3744765fcbc648f3cd8e1bffafdc4c2f99b9d47cf7ff1c24f""],""client_cert_chain_fps"":[],""subject"":""CN=staging.rc-1.zip"",""issuer"":""CN=R3,O=Let's Encrypt,C=US"",""sni_matches_cert"":true,""validation_status"":""certificate has expired"",""ja3"":""c199b43d41b470f8f68c5561f8f1ce3e"",""ja3s"":""174a48523e8f428b7e9132e81e6ccf9f""}","2024-10-18T14:27:02.621+0000","6cae7e24218cc6b8d710a4bb40d2e0647fcaf82e45c34606a2c4d4636dda2a8f
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd
6d99fb265eb1c5b3744765fcbc648f3cd8e1bffafdc4c2f99b9d47cf7ff1c24f","TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256",x25519,true,"216.238.114.32",47060,"172.27.0.137",443,"CN=R3,O=Let's Encrypt,C=US",c199b43d41b470f8f68c5561f8f1ce3e,174a48523e8f428b7e9132e81e6ccf9f,,,ssl,false,"staging.rc-1.zip",true,CsxknGIti,"CN=staging.rc-1.zip","sensor.aod-20241016.training.corelight.io","2024-10-18T14:27:02.542794Z",C1n7XpvBazFkLKZOg,"certificate has expired",TLSv12,"2024-10-18T14:27:02.621920Z"
,"{""_path"":""ssl"",""_system_name"":""sensor.aod-20241016.training.corelight.io"",""_write_ts"":""2024-10-18T14:27:02.619307Z"",""ts"":""2024-10-18T14:27:02.546594Z"",""uid"":""CjgqFaq4BBz6zuEUk"",""id.orig_h"":""216.238.114.32"",""id.orig_p"":47068,""id.resp_h"":""172.27.0.137"",""id.resp_p"":443,""version"":""TLSv12"",""cipher"":""TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256"",""curve"":""x25519"",""server_name"":""staging.rc-1.zip"",""resumed"":false,""established"":true,""ssl_history"":""CsxknGIti"",""cert_chain_fps"":[""6cae7e24218cc6b8d710a4bb40d2e0647fcaf82e45c34606a2c4d4636dda2a8f"",""67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd"",""6d99fb265eb1c5b3744765fcbc648f3cd8e1bffafdc4c2f99b9d47cf7ff1c24f""],""client_cert_chain_fps"":[],""subject"":""CN=staging.rc-1.zip"",""issuer"":""CN=R3,O=Let's Encrypt,C=US"",""sni_matches_cert"":true,""validation_status"":""certificate has expired"",""ja3"":""c199b43d41b470f8f68c5561f8f1ce3e"",""ja3s"":""174a48523e8f428b7e9132e81e6ccf9f""}","2024-10-18T14:27:02.619+0000","6cae7e24218cc6b8d710a4bb40d2e0647fcaf82e45c34606a2c4d4636dda2a8f
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd
6d99fb265eb1c5b3744765fcbc648f3cd8e1bffafdc4c2f99b9d47cf7ff1c24f","TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256",x25519,true,"216.238.114.32",47068,"172.27.0.137",443,"CN=R3,O=Let's Encrypt,C=US",c199b43d41b470f8f68c5561f8f1ce3e,174a48523e8f428b7e9132e81e6ccf9f,,,ssl,false,"staging.rc-1.zip",true,CsxknGIti,"CN=staging.rc-1.zip","sensor.aod-20241016.training.corelight.io","2024-10-18T14:27:02.546594Z",CjgqFaq4BBz6zuEUk,"certificate has expired",TLSv12,"2024-10-18T14:27:02.619307Z"
,"{""_path"":""ssl"",""_system_name"":""sensor.aod-20241016.training.corelight.io"",""_write_ts"":""2024-10-18T14:27:02.576726Z"",""ts"":""2024-10-18T14:27:02.522365Z"",""uid"":""Cbexoq35KrGPXLt5oi"",""id.orig_h"":""216.238.114.32"",""id.orig_p"":47046,""id.resp_h"":""172.27.0.137"",""id.resp_p"":443,""version"":""TLSv12"",""cipher"":""TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256"",""curve"":""x25519"",""server_name"":""staging.rc-1.zip"",""resumed"":false,""established"":true,""ssl_history"":""CsxknGIti"",""cert_chain_fps"":[""6cae7e24218cc6b8d710a4bb40d2e0647fcaf82e45c34606a2c4d4636dda2a8f"",""67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd"",""6d99fb265eb1c5b3744765fcbc648f3cd8e1bffafdc4c2f99b9d47cf7ff1c24f""],""client_cert_chain_fps"":[],""subject"":""CN=staging.rc-1.zip"",""issuer"":""CN=R3,O=Let's Encrypt,C=US"",""sni_matches_cert"":true,""validation_status"":""certificate has expired"",""ja3"":""c199b43d41b470f8f68c5561f8f1ce3e"",""ja3s"":""174a48523e8f428b7e9132e81e6ccf9f""}","2024-10-18T14:27:02.576+0000","6cae7e24218cc6b8d710a4bb40d2e0647fcaf82e45c34606a2c4d4636dda2a8f
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd
6d99fb265eb1c5b3744765fcbc648f3cd8e1bffafdc4c2f99b9d47cf7ff1c24f","TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256",x25519,true,"216.238.114.32",47046,"172.27.0.137",443,"CN=R3,O=Let's Encrypt,C=US",c199b43d41b470f8f68c5561f8f1ce3e,174a48523e8f428b7e9132e81e6ccf9f,,,ssl,false,"staging.rc-1.zip",true,CsxknGIti,"CN=staging.rc-1.zip","sensor.aod-20241016.training.corelight.io","2024-10-18T14:27:02.522365Z",Cbexoq35KrGPXLt5oi,"certificate has expired",TLSv12,"2024-10-18T14:27:02.576726Z"
,"{""_path"":""ssl"",""_system_name"":""sensor.aod-20241016.training.corelight.io"",""_write_ts"":""2024-10-18T14:27:02.575118Z"",""ts"":""2024-10-18T14:27:02.516257Z"",""uid"":""CamFgc3p798EwUbeD6"",""id.orig_h"":""216.238.114.32"",""id.orig_p"":47040,""id.resp_h"":""172.27.0.137"",""id.resp_p"":443,""version"":""TLSv12"",""cipher"":""TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256"",""curve"":""x25519"",""server_name"":""staging.rc-1.zip"",""resumed"":false,""established"":true,""ssl_history"":""CsxknGIti"",""cert_chain_fps"":[""6cae7e24218cc6b8d710a4bb40d2e0647fcaf82e45c34606a2c4d4636dda2a8f"",""67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd"",""6d99fb265eb1c5b3744765fcbc648f3cd8e1bffafdc4c2f99b9d47cf7ff1c24f""],""client_cert_chain_fps"":[],""subject"":""CN=staging.rc-1.zip"",""issuer"":""CN=R3,O=Let's Encrypt,C=US"",""sni_matches_cert"":true,""validation_status"":""certificate has expired"",""ja3"":""c199b43d41b470f8f68c5561f8f1ce3e"",""ja3s"":""174a48523e8f428b7e9132e81e6ccf9f""}","2024-10-18T14:27:02.575+0000","6cae7e24218cc6b8d710a4bb40d2e0647fcaf82e45c34606a2c4d4636dda2a8f
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd
6d99fb265eb1c5b3744765fcbc648f3cd8e1bffafdc4c2f99b9d47cf7ff1c24f","TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256",x25519,true,"216.238.114.32",47040,"172.27.0.137",443,"CN=R3,O=Let's Encrypt,C=US",c199b43d41b470f8f68c5561f8f1ce3e,174a48523e8f428b7e9132e81e6ccf9f,,,ssl,false,"staging.rc-1.zip",true,CsxknGIti,"CN=staging.rc-1.zip","sensor.aod-20241016.training.corelight.io","2024-10-18T14:27:02.516257Z",CamFgc3p798EwUbeD6,"certificate has expired",TLSv12,"2024-10-18T14:27:02.575118Z"
,"{""_path"":""ssl"",""_system_name"":""sensor.aod-20241016.training.corelight.io"",""_write_ts"":""2024-10-18T14:27:02.573029Z"",""ts"":""2024-10-18T14:27:02.513525Z"",""uid"":""CoAelfHBq03sugdyi"",""id.orig_h"":""216.238.114.32"",""id.orig_p"":47038,""id.resp_h"":""172.27.0.137"",""id.resp_p"":443,""version"":""TLSv12"",""cipher"":""TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256"",""curve"":""x25519"",""server_name"":""staging.rc-1.zip"",""resumed"":false,""established"":true,""ssl_history"":""CsxknGIti"",""cert_chain_fps"":[""6cae7e24218cc6b8d710a4bb40d2e0647fcaf82e45c34606a2c4d4636dda2a8f"",""67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd"",""6d99fb265eb1c5b3744765fcbc648f3cd8e1bffafdc4c2f99b9d47cf7ff1c24f""],""client_cert_chain_fps"":[],""subject"":""CN=staging.rc-1.zip"",""issuer"":""CN=R3,O=Let's Encrypt,C=US"",""sni_matches_cert"":true,""validation_status"":""certificate has expired"",""ja3"":""c199b43d41b470f8f68c5561f8f1ce3e"",""ja3s"":""174a48523e8f428b7e9132e81e6ccf9f""}","2024-10-18T14:27:02.573+0000","6cae7e24218cc6b8d710a4bb40d2e0647fcaf82e45c34606a2c4d4636dda2a8f
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd
6d99fb265eb1c5b3744765fcbc648f3cd8e1bffafdc4c2f99b9d47cf7ff1c24f","TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256",x25519,true,"216.238.114.32",47038,"172.27.0.137",443,"CN=R3,O=Let's Encrypt,C=US",c199b43d41b470f8f68c5561f8f1ce3e,174a48523e8f428b7e9132e81e6ccf9f,,,ssl,false,"staging.rc-1.zip",true,CsxknGIti,"CN=staging.rc-1.zip","sensor.aod-20241016.training.corelight.io","2024-10-18T14:27:02.513525Z",CoAelfHBq03sugdyi,"certificate has expired",TLSv12,"2024-10-18T14:27:02.573029Z"
,"{""_path"":""ssl"",""_system_name"":""sensor.aod-20241016.training.corelight.io"",""_write_ts"":""2024-10-18T14:27:02.571057Z"",""ts"":""2024-10-18T14:27:02.510050Z"",""uid"":""Csz5pkyWzjhyo0Iu"",""id.orig_h"":""216.238.114.32"",""id.orig_p"":47030,""id.resp_h"":""172.27.0.137"",""id.resp_p"":443,""version"":""TLSv12"",""cipher"":""TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256"",""curve"":""x25519"",""server_name"":""staging.rc-1.zip"",""resumed"":false,""established"":true,""ssl_history"":""CsxknGIti"",""cert_chain_fps"":[""6cae7e24218cc6b8d710a4bb40d2e0647fcaf82e45c34606a2c4d4636dda2a8f"",""67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd"",""6d99fb265eb1c5b3744765fcbc648f3cd8e1bffafdc4c2f99b9d47cf7ff1c24f""],""client_cert_chain_fps"":[],""subject"":""CN=staging.rc-1.zip"",""issuer"":""CN=R3,O=Let's Encrypt,C=US"",""sni_matches_cert"":true,""validation_status"":""certificate has expired"",""ja3"":""c199b43d41b470f8f68c5561f8f1ce3e"",""ja3s"":""174a48523e8f428b7e9132e81e6ccf9f""}","2024-10-18T14:27:02.571+0000","6cae7e24218cc6b8d710a4bb40d2e0647fcaf82e45c34606a2c4d4636dda2a8f
67add1166b020ae61b8f5fc96813c04c2aa589960796865572a3c7e737613dfd
6d99fb265eb1c5b3744765fcbc648f3cd8e1bffafdc4c2f99b9d47cf7ff1c24f","TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256",x25519,true,"216.238.114.32",47030,"172.27.0.137",443,"CN=R3,O=Let's Encrypt,C=US",c199b43d41b470f8f68c5561f8f1ce3e,174a48523e8f428b7e9132e81e6ccf9f,,,ssl,false,"staging.rc-1.zip",true,CsxknGIti,"CN=staging.rc-1.zip","sensor.aod-20241016.training.corelight.io","2024-10-18T14:27:02.510050Z",Csz5pkyWzjhyo0Iu,"certificate has expired",TLSv12,"2024-10-18T14:27:02.571057Z"
